id,created_at,full_text,positivity,sadness,joy,fear,disgust,anger,categories,concepts,entities
1399466798261616640,2021-05-31 16:44:20,@mirandadevine He died as a result of his injuries.  Injuries that were given to him by antiamerican terrorist scum fucks like Ashli Babbit.,0.05483500000000002,0.378084,0.008429,0.113482,0.428712,0.459189,"[{'score': 0.759788, 'label': '/society/crime/personal offense', 'explanation': {'relevant_text': [{'text': 'terrorist'}]}}, {'score': 0.679666, 'label': '/society/crime/personal offense/torture', 'explanation': {'relevant_text': [{'text': 'terrorist'}]}}, {'score': 0.655972, 'label': '/law, govt and politics/armed forces', 'explanation': {'relevant_text': [{'text': 'terrorist'}]}}, {'score': 0.576963, 'label': '/society/unrest and war', 'explanation': {'relevant_text': [{'text': 'died as a result'}]}}, {'score': 0.576408, 'label': '/society/crime/personal offense/assault', 'explanation': {'relevant_text': [{'text': 'injuries'}]}}]","[{'text': 'United Nations', 'relevance': 0.845329, 'dbpedia_resource': 'http://dbpedia.org/resource/United_Nations'}]","[{'type': 'TwitterHandle', 'text': '@mirandadevine', 'sentiment': {'score': -0.829632, 'label': 'negative'}, 'relevance': 0.963296, 'emotion': {'sadness': 0.890905, 'joy': 0.039882, 'fear': 0.105045, 'disgust': 0.031587, 'anger': 0.051529}, 'count': 1, 'confidence': 0.8}, {'type': 'Person', 'text': 'Ashli Babbit', 'sentiment': {'score': -0.924652, 'label': 'negative'}, 'relevance': 0.061872, 'emotion': {'sadness': 0.084385, 'joy': 0.006337, 'fear': 0.103383, 'disgust': 0.585364, 'anger': 0.577547}, 'count': 1, 'confidence': 0.80836}]"
1399464965703180294,2021-05-31 16:37:03,@Wayne_nmcb62 Hey… #fuckyou.,0.13078099999999998,0.00996,0.043278,0.007802,0.143784,0.707293,"[{'score': 0.543666, 'label': '/art and entertainment/movies and tv/movies', 'explanation': {'relevant_text': [{'text': '…'}]}}, {'score': 0.541749, 'label': '/art and entertainment/movies and tv/movies/reviews', 'explanation': {'relevant_text': [{'text': '…'}]}}, {'score': 0.534421, 'label': '/art and entertainment/music/music reference', 'explanation': {'relevant_text': [{'text': '…'}]}}, {'score': 0.527098, 'label': '/art and entertainment/movies and tv/action', 'explanation': {'relevant_text': [{'text': '…'}]}}, {'score': 0.525654, 'label': '/society/unrest and war', 'explanation': {'relevant_text': [{'text': '…'}]}}]",[],"[{'type': 'TwitterHandle', 'text': '@Wayne_nmcb62', 'sentiment': {'score': 0, 'label': 'neutral'}, 'relevance': 0.963296, 'emotion': {'sadness': 0, 'joy': 0, 'fear': 0, 'disgust': 0, 'anger': 0}, 'count': 1, 'confidence': 0.8}, {'type': 'Hashtag', 'text': '#fuckyou', 'sentiment': {'score': -0.967407, 'label': 'negative'}, 'relevance': 0.248175, 'emotion': {'sadness': 0, 'joy': 0, 'fear': 0, 'disgust': 0, 'anger': 0}, 'count': 1, 'confidence': 0.8}]"
